"Player_name","Year","Level","T","PA","AB","AVG","HR","SLG","OBP","Kpct","BBpct","HRpct","BABIP","wOBA","BABIP_denom","wOBA_denom"
"西田　哲朗",2012,"Top","E",27,22,0.136,0,0.136,0.208,14.8,3.7,0,0.167,0.167,18,24
"西村　弥",2012,"Top","E",42,38,0.289,0,0.474,0.317,26.2,4.76,0,0.393,0.346,28,41
"ハーパー",2012,"Top","E",51,46,0.174,0,0.217,0.255,31.4,5.88,0,0.267,0.223,30,51
"ハウザー",2012,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0,0
"橋本　義隆",2012,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0,0
"ヒメネス",2012,"Top","E",5,4,0,0,0,0.2,20,20,0,0,0.138,3,5
"聖澤　諒",2012,"Top","E",595,523,0.27,4,0.331,0.338,17.5,8.24,0.67,0.327,0.3,419,583
"フェルナンデス",2012,"Top","E",489,440,0.243,3,0.311,0.313,13.7,9,0.61,0.279,0.281,373,488
"藤田　一也",2012,"Top","E",188,172,0.308,0,0.378,0.322,5.3,2.13,0,0.325,0.306,163,177
"牧田　明久",2012,"Top","E",425,378,0.225,9,0.331,0.283,11.5,5.41,2.12,0.235,0.272,324,413
"枡田　慎太郎",2012,"Top","E",290,254,0.295,5,0.433,0.35,19.3,6.55,1.72,0.354,0.34,198,281
"松井　稼頭央",2012,"Top","E",433,402,0.266,9,0.408,0.312,12.7,6,2.08,0.289,0.313,339,427
"美馬　学",2012,"Top","E",9,8,0,0,0,0,66.7,0,0,0,0,2,8
"武藤　好貴",2012,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0,0
"横川　史学",2012,"Top","E",22,20,0.15,0,0.15,0.227,31.8,9.09,0,0.231,0.181,13,22
"ラズナー",2012,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0,0
"飯山　裕志",2012,"Top","F",74,68,0.176,0,0.191,0.2,23,1.35,0,0.235,0.175,51,70
"石井　裕也",2012,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0,0
"糸井　嘉男",2012,"Top","F",597,510,0.304,9,0.41,0.404,14.4,12.56,1.51,0.351,0.363,416,595
"糸数　敬作",2012,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0,0
"稲葉　篤紀",2012,"Top","F",497,449,0.29,10,0.421,0.342,14.1,6.44,2.01,0.323,0.332,372,486
"乾　真大",2012,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0,0
"今浪　隆博",2012,"Top","F",18,18,0.167,0,0.167,0.167,0,0,0,0.167,0.144,18,18
"岩舘　学",2012,"Top","F",33,31,0.129,2,0.323,0.156,12.1,0,6.06,0.08,0.206,25,32
"ウルフ",2012,"Top","F",5,5,0,0,0,0,60,0,0,0,0,2,5
"植村　祐介",2012,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0,0
"鵜久森　淳志",2012,"Top","F",37,32,0.219,4,0.594,0.306,24.3,10.81,10.81,0.158,0.378,19,36
"大野　奨太",2012,"Top","F",159,140,0.171,2,0.243,0.227,18.9,5.03,1.26,0.204,0.214,108,150
"加藤　政義",2012,"Top","F",36,28,0.143,1,0.25,0.242,22.2,11.11,2.78,0.15,0.225,20,33
"金子　誠",2012,"Top","F",311,277,0.227,0,0.292,0.265,17,4.82,0,0.279,0.249,226,294
"木田　優夫",2012,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0,0
"ケッペル",2012,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0,0
"小谷野　栄一",2012,"Top","F",550,478,0.228,3,0.293,0.275,13.1,4.91,0.55,0.262,0.254,404,510
"近藤　健介",2012,"Top","F",30,26,0.192,0,0.192,0.241,16.7,6.67,0,0.227,0.197,22,29
"斎藤　佑樹",2012,"Top","F",3,2,0,0,0,0,33.3,0,0,0,0,1,2
"榊原　諒",2012,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0,0
"スレッジ",2012,"Top","F",152,138,0.232,5,0.406,0.303,30.9,7.89,3.29,0.314,0.313,86,152
"杉谷　拳士",2012,"Top","F",133,115,0.235,2,0.33,0.28,13.5,5.26,1.5,0.258,0.269,97,125
"武田　久",2012,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0,0
"武田　勝",2012,"Top","F",6,6,0,0,0,0,33.3,0,0,0,0,4,6
"多田野　数人",2012,"Top","F",5,5,0.2,0,0.2,0.2,0,0,0,0.2,0.173,5,5
"田中　賢介",2012,"Top","F",505,457,0.3,3,0.363,0.35,7.1,6.93,0.59,0.318,0.314,421,495
"谷口　雄也",2012,"Top","F",6,5,0.4,0,0.6,0.4,33.3,0,0,0.667,0.44,3,5
"谷元　圭介",2012,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0,0
"土屋　健二",2012,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0,0
"鶴岡　慎也",2012,"Top","F",328,289,0.266,0,0.308,0.302,12.5,4.27,0,0.309,0.271,249,305
"中嶋　聡",2012,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0,0
"中島　卓也",2012,"Top","F",82,70,0.114,0,0.114,0.127,20.7,1.22,0,0.151,0.107,53,71
"中田　翔",2012,"Top","F",606,547,0.239,24,0.42,0.307,16.7,8.25,3.96,0.251,0.318,426,605
"中村　勝",2012,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0,0
"二岡　智宏",2012,"Top","F",94,85,0.353,2,0.435,0.404,13.8,7.45,2.13,0.394,0.362,71,93
"西川　遥輝",2012,"Top","F",155,134,0.239,2,0.343,0.311,21.9,9.03,1.29,0.306,0.294,98,148
"根本　朋久",2012,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0,0
"ホフパワー",2012,"Top","F",325,296,0.247,14,0.432,0.311,24.9,7.69,4.31,0.292,0.322,202,323
"増井　浩俊",2012,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0,0
"宮西　尚生",2012,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0,0
"村田　和哉",2012,"Top","F",10,9,0.111,0,0.111,0.2,30,10,0,0.167,0.156,6,10
"モルケン",2012,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0,0
"森内　壽春",2012,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0,0
"八木　智哉",2012,"Top","F",1,1,0,0,0,0,100,0,0,0,0,0,1
"矢貫　俊之",2012,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0,0
"陽　岱鋼",2012,"Top","F",599,533,0.287,7,0.398,0.337,20.5,6.18,1.17,0.358,0.323,408,580
"吉川　光夫",2012,"Top","F",4,4,0,0,0,0,50,0,0,0,0,2,4
"若竹　竜士",2012,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0,0
"阿部　慎之助",2012,"Top","G",556,467,0.34,27,0.565,0.429,8.5,12.41,4.86,0.329,0.423,401,547
"石井　義人",2012,"Top","G",64,54,0.315,0,0.352,0.381,14.1,10.94,0,0.362,0.325,47,63
"一岡　竜司",2012,"Top","G",0,0,0,0,0,0,0,0,0,0,0,0,0
"市川　友也",2012,"Top","G",8,7,0,0,0,0.125,12.5,0,0,0,0.091,6,8
"隠善　智也",2012,"Top","G",25,21,0.095,0,0.095,0.24,16,16,0,0.118,0.18,17,25
"内海　哲也",2012,"Top","G",63,52,0.077,0,0.077,0.143,36.5,6.35,0,0.138,0.111,29,56
"エドガー",2012,"Top","G",190,174,0.236,4,0.374,0.291,24.2,6.84,2.11,0.296,0.294,125,189
"江柄子　裕樹",2012,"Top","G",4,3,0,0,0,0,25,0,0,0,0,2,3
"大田　泰示",2012,"Top","G",70,63,0.254,2,0.444,0.329,21.4,10,2.86,0.304,0.34,46,70
"小笠原　道大",2012,"Top","G",99,92,0.152,0,0.185,0.194,22.2,5.05,0,0.197,0.173,71,98
"越智　大祐",2012,"Top","G",0,0,0,0,0,0,0,0,0,0,0,0,0
"小野　淳平",2012,"Top","G",1,1,0,0,0,0,0,0,0,0,0,1,1
"笠原　将生",2012,"Top","G",4,3,0,0,0,0.25,0,25,0,0,0.173,3,4
"加治前　竜一",2012,"Top","G",68,62,0.242,0,0.274,0.284,16.2,5.88,0,0.288,0.249,52,67
"加藤　健",2012,"Top","G",20,19,0.158,0,0.158,0.2,5,5,0,0.167,0.164,18,20
"亀井　義行",2012,"Top","G",117,110,0.236,2,0.409,0.27,11.1,3.42,1.71,0.253,0.294,95,114
"久保　裕也",2012,"Top","G",0,0,0,0,0,0,0,0,0,0,0,0,0
"ゴンザレス",2012,"Top","G",16,14,0.143,0,0.143,0.2,25,6.25,0,0.2,0.161,10,15
"小山　雄輝",2012,"Top","G",11,11,0.091,0,0.091,0.091,63.6,0,0,0.25,0.079,4,11
"坂本　勇人",2012,"Top","G",619,557,0.311,14,0.456,0.359,14.5,6.3,2.26,0.347,0.355,458,606
"真田　裕貴",2012,"Top","G",0,0,0,0,0,0,0,0,0,0,0,0,0
"實松　一成",2012,"Top","G",92,74,0.189,2,0.311,0.302,28.3,9.78,2.17,0.261,0.273,46,84
"澤村　拓一",2012,"Top","G",54,48,0.083,0,0.104,0.102,48.1,1.85,0,0.182,0.094,22,49
"杉内　俊哉",2012,"Top","G",51,44,0.045,0,0.045,0.125,45.1,7.84,0,0.095,0.094,21,48
"鈴木　尚広",2012,"Top","G",21,20,0.25,0,0.25,0.286,14.3,4.76,0,0.294,0.239,17,21
"高木　京介",2012,"Top","G",1,0,0,0,0,0,0,0,0,0,0,0,0
"高木　康成",2012,"Top","G",0,0,0,0,0,0,0,0,0,0,0,0,0
"高口　隆行",2012,"Top","G",6,6,0.167,0,0.333,0.167,16.7,0,0,0.2,0.222,5,6
"高橋　由伸",2012,"Top","G",442,368,0.239,8,0.351,0.356,17.4,13.8,1.81,0.279,0.318,287,437
"谷　佳知",2012,"Top","G",255,229,0.258,3,0.319,0.299,18.8,5.49,1.18,0.313,0.27,179,242
"田原　誠次",2012,"Top","G",0,0,0,0,0,0,0,0,0,0,0,0,0
"長野　久義",2012,"Top","G",653,574,0.301,14,0.432,0.382,15.3,11.49,2.14,0.345,0.357,461,646
"寺内　崇幸",2012,"Top","G",225,191,0.241,1,0.293,0.307,19.1,7.11,0.44,0.302,0.271,149,212
"東野　峻",2012,"Top","G",2,2,0,0,0,0,0,0,0,0,0,2,2
"中井　大介",2012,"Top","G",31,26,0.269,0,0.346,0.387,22.6,16.13,0,0.368,0.335,19,31
"中谷　仁",2012,"Top","G",3,2,0,0,0,0,66.7,0,0,0,0,0,2
"西村　健太朗",2012,"Top","G",1,1,0,0,0,0,0,0,0,0,0,1,1
"野間口　貴彦",2012,"Top","G",0,0,0,0,0,0,0,0,0,0,0,0,0
"福田　聡志",2012,"Top","G",3,2,0,0,0,0,33.3,0,0,0,0,1,2
"藤村　大介",2012,"Top","G",279,238,0.252,0,0.298,0.296,12.5,5.38,0,0.296,0.266,203,253
"古城　茂幸",2012,"Top","G",149,129,0.209,0,0.256,0.273,18.8,8.05,0,0.262,0.231,103,140
"ボウカー",2012,"Top","G",204,184,0.196,3,0.31,0.267,26.5,7.84,1.47,0.26,0.257,127,200
"ホールトン",2012,"Top","G",52,48,0.167,1,0.229,0.184,53.8,1.92,1.92,0.368,0.18,19,49
"星野　真澄",2012,"Top","G",2,2,0,0,0,0,100,0,0,0,0,0,2
"マシソン",2012,"Top","G",1,0,0,0,0,0,0,0,0,0,0,0,0
"松本　哲也",2012,"Top","G",229,198,0.258,0,0.313,0.313,14.8,7.42,0,0.307,0.281,166,217
"宮國　椋丞",2012,"Top","G",35,29,0.034,0,0.034,0.067,48.6,2.86,0,0.083,0.052,12,30
"村田　修一",2012,"Top","G",575,516,0.252,12,0.374,0.316,14.8,6.26,2.09,0.278,0.304,425,570
"矢野　謙次",2012,"Top","G",119,101,0.307,1,0.396,0.391,15.1,10.08,0.84,0.366,0.346,82,113
"山口　鉄也",2012,"Top","G",0,0,0,0,0,0,0,0,0,0,0,0,0
"ロメロ",2012,"Top","G",0,0,0,0,0,0,0,0,0,0,0,0,0
"アレン",2012,"Top","H",36,35,0.171,0,0.2,0.194,36.1,2.78,0,0.273,0.176,22,36
"明石　健志",2012,"Top","H",567,508,0.254,1,0.299,0.301,17.3,5.82,0.18,0.312,0.268,410,544
"新垣　渚",2012,"Top","H",2,2,1,0,1,1,0,0,0,1,0.865,2,2
"今宮　健太",2012,"Top","H",343,307,0.238,2,0.29,0.267,21.9,2.92,0.58,0.306,0.246,232,322
"岩嵜　翔",2012,"Top","H",2,2,0,0,0,0,100,0,0,0,0,0,2
"内川　聖一",2012,"Top","H",567,523,0.3,7,0.392,0.342,6.3,5.47,1.23,0.308,0.318,487,561
"江川　智晃",2012,"Top","H",175,160,0.244,4,0.388,0.275,21.1,4.57,2.29,0.287,0.286,122,171
"大隣　憲司",2012,"Top","H",8,7,0,0,0,0,75,0,0,0,0,1,7
"大場　翔太",2012,"Top","H",2,2,0,0,0,0,50,0,0,0,0,1,2
"岡島　秀樹",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"カストロ",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"カブレラ",2012,"Top","H",29,29,0.207,1,0.345,0.207,34.5,0,3.45,0.278,0.237,18,29
"甲藤　啓介",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"金澤　健人",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"金子　圭輔",2012,"Top","H",13,11,0.182,0,0.182,0.25,0,7.69,0,0.182,0.202,11,12
"神内　靖",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"嘉弥真　新也",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"川原　弘之",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"城所　龍磨",2012,"Top","H",13,12,0.167,0,0.167,0.167,53.8,0,0,0.4,0.144,5,12
"金　無英",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"小久保　裕紀",2012,"Top","H",357,331,0.239,4,0.308,0.28,18.8,5.6,1.12,0.285,0.26,263,354
"攝津　正",2012,"Top","H",6,5,0,0,0,0,66.7,0,0,0,0,1,5
"千賀　滉大",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"高谷　裕亮",2012,"Top","H",144,133,0.211,0,0.271,0.248,17.4,4.86,0,0.257,0.233,109,141
"武田　翔太",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"巽　真悟",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"田上　秀則",2012,"Top","H",2,2,0,0,0,0,100,0,0,0,0,0,2
"多村　仁志",2012,"Top","H",218,200,0.25,4,0.365,0.312,19.7,8.26,1.83,0.301,0.301,153,218
"ドイル",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"仲澤　忠厚",2012,"Top","H",2,1,0,0,0,0,0,0,0,0,0,1,1
"中西　健太",2012,"Top","H",15,13,0.154,1,0.385,0.214,20,6.67,6.67,0.111,0.259,9,14
"中村　晃",2012,"Top","H",63,57,0.228,0,0.263,0.262,7.9,4.76,0,0.245,0.234,53,61
"二保　旭",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"長谷川　勇也",2012,"Top","H",473,403,0.278,4,0.36,0.352,18.4,8.46,0.85,0.341,0.317,317,455
"ピント",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"ファルケンボーグ",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"福田　秀平",2012,"Top","H",55,53,0.189,0,0.208,0.204,32.7,1.82,0,0.286,0.182,35,54
"福元　淳史",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"藤岡　好明",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"ペーニャ",2012,"Top","H",507,461,0.28,21,0.49,0.339,25.6,6.9,4.14,0.345,0.359,313,505
"ペニー",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"帆足　和幸",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"細川　亨",2012,"Top","H",217,185,0.157,2,0.205,0.194,23,3.69,0.92,0.2,0.179,135,196
"本多　雄一",2012,"Top","H",536,480,0.246,0,0.294,0.299,12.1,6.9,0,0.282,0.266,419,522
"牧原　大成",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"松田　宣浩",2012,"Top","H",390,360,0.3,9,0.492,0.349,16.2,6.92,2.31,0.341,0.362,290,385
"松中　信彦",2012,"Top","H",164,136,0.221,4,0.324,0.354,15.9,15.85,2.44,0.245,0.307,106,162
"森福　允彦",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"柳田　悠岐",2012,"Top","H",212,195,0.246,5,0.385,0.3,26.4,4.72,2.36,0.321,0.299,134,208
"柳瀬　明宏",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"山崎　勝己",2012,"Top","H",98,86,0.198,0,0.267,0.25,22.4,6.12,0,0.266,0.236,64,92
"山田　大樹",2012,"Top","H",6,5,0,0,0,0,50,0,0,0,0,2,5
"陽　耀勲",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"吉川　輝昭",2012,"Top","H",1,1,0,0,0,0,0,0,0,0,0,1,1
"李　杜軒",2012,"Top","H",33,29,0.207,1,0.414,0.303,24.2,12.12,3.03,0.25,0.32,20,33
"ロメロ",2012,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0,0
"秋山　翔吾",2012,"Top","L",450,403,0.293,4,0.404,0.343,15.6,6.22,0.89,0.345,0.329,330,435
"浅村　栄斗",2012,"Top","L",459,404,0.245,7,0.376,0.307,13.7,7.41,1.53,0.272,0.303,338,446
"阿部　真宏",2012,"Top","L",18,14,0,0,0,0.067,5.6,5.56,0,0,0.046,13,15
"石井　一久",2012,"Top","L",3,2,0,0,0,0,66.7,0,0,0,0,0,2
"石川　貢",2012,"Top","L",10,9,0.222,0,0.222,0.3,20,0,0,0.286,0.246,7,10
"ウィリアムス",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"上本　達之",2012,"Top","L",130,116,0.233,2,0.31,0.297,23.8,7.69,1.54,0.298,0.272,84,128
"オーティズ",2012,"Top","L",214,199,0.286,9,0.462,0.336,17.8,6.54,4.21,0.316,0.347,152,214
"大石　達也",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"大崎　雄太朗",2012,"Top","L",298,260,0.269,1,0.346,0.326,9.1,5.7,0.34,0.292,0.299,236,287
"大島　裕行",2012,"Top","L",9,9,0.222,0,0.333,0.222,33.3,0,0,0.333,0.244,6,9
"岡本　篤志",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"岡本　洋介",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"長田　秀一郎",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"鬼崎　裕司",2012,"Top","L",22,17,0.118,0,0.235,0.211,18.2,9.09,0,0.154,0.209,13,19
"カーター",2012,"Top","L",138,126,0.294,4,0.452,0.348,15.9,7.25,2.9,0.327,0.349,101,138
"片岡　易之",2012,"Top","L",231,204,0.225,2,0.294,0.277,13,6.49,0.87,0.25,0.254,176,224
"菊池　雄星",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"岸　孝之",2012,"Top","L",10,9,0.333,0,0.333,0.333,40,0,0,0.6,0.288,5,9
"木村　文紀",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"熊代　聖人",2012,"Top","L",133,115,0.27,0,0.287,0.298,22.6,2.26,0,0.36,0.259,86,121
"栗山　巧",2012,"Top","L",467,394,0.289,2,0.353,0.378,13.3,11.13,0.43,0.336,0.33,333,455
"ゴンザレス",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"小石　博孝",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"斉藤　彰吾",2012,"Top","L",27,27,0.222,0,0.296,0.222,40.7,0,0,0.375,0.227,16,27
"坂田　遼",2012,"Top","L",50,44,0.227,0,0.227,0.292,24,8,0,0.312,0.238,32,48
"佐藤　友亮",2012,"Top","L",16,14,0.071,0,0.071,0.071,6.2,0,0,0.077,0.062,13,14
"嶋　重宣",2012,"Top","L",82,74,0.176,1,0.243,0.244,13.4,8.54,1.22,0.19,0.222,63,82
"炭谷　銀仁朗",2012,"Top","L",414,360,0.194,0,0.233,0.232,17.9,4.11,0,0.244,0.21,287,379
"高山　久",2012,"Top","L",57,54,0.204,1,0.278,0.246,28.1,5.26,1.75,0.27,0.233,37,57
"武隈　祥太",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"田代　将太郎",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"田中　靖洋",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"十亀　剣",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"永江　恭平",2012,"Top","L",34,27,0.037,0,0.037,0.037,32.4,0,0,0.062,0.032,16,27
"中島　裕之",2012,"Top","L",567,499,0.311,13,0.451,0.382,13.4,9.17,2.29,0.341,0.363,416,563
"中田　祥多",2012,"Top","L",3,3,0,0,0,0,0,0,0,0,0,3,3
"中村　剛也",2012,"Top","L",498,432,0.231,27,0.461,0.331,25.1,11.24,5.42,0.26,0.346,281,497
"西口　文也",2012,"Top","L",6,6,0.167,0,0.167,0.167,50,0,0,0.333,0.144,3,6
"野上　亮磨",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"林崎　遼",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"原　拓也",2012,"Top","L",138,113,0.168,0,0.204,0.275,15.9,10.14,0,0.207,0.23,92,131
"平尾　博嗣",2012,"Top","L",16,15,0.133,0,0.133,0.188,18.8,6.25,0,0.167,0.151,12,16
"平野　将光",2012,"Top","L",3,3,0,0,0,0,66.7,0,0,0,0,1,3
"藤田　太陽",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"藤原　良平",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"ヘルマン",2012,"Top","L",583,507,0.27,3,0.343,0.346,12.9,9.78,0.51,0.309,0.309,434,572
"星　孝典",2012,"Top","L",23,21,0.143,0,0.143,0.182,17.4,0,0,0.176,0.151,17,22
"星　秀和",2012,"Top","L",115,100,0.19,1,0.28,0.212,13.9,2.61,0.87,0.214,0.216,84,104
"星野　智樹",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"ＭＩＣＨＥＡＬ",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"牧田　和久",2012,"Top","L",11,10,0,0,0,0,72.7,0,0,0,0,2,10
"松永　浩典",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"宮田　和希",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"山本　淳",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"米野　智人",2012,"Top","L",64,58,0.207,1,0.276,0.27,26.6,6.25,1.56,0.275,0.247,40,63
"涌井　秀章",2012,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"青野　毅",2012,"Top","M",20,16,0.125,0,0.125,0.222,15,5,0,0.154,0.175,13,18
"阿部　和成",2012,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"井口　資仁",2012,"Top","M",578,505,0.255,11,0.384,0.343,17.1,9.17,1.9,0.296,0.323,399,575
"伊志嶺　翔大",2012,"Top","M",64,60,0.2,0,0.233,0.238,21.9,4.69,0,0.261,0.213,46,63
"伊藤　義弘",2012,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"今江　敏晃",2012,"Top","M",501,446,0.253,6,0.354,0.287,7.4,3.79,1.2,0.26,0.281,411,478
"上野　大樹",2012,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"内　竜也",2012,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"大谷　智久",2012,"Top","M",1,1,0,0,0,0,0,0,0,0,0,1,1
"大松　尚逸",2012,"Top","M",275,258,0.198,5,0.291,0.228,16.7,3.27,1.82,0.219,0.228,210,272
"岡田　幸文",2012,"Top","M",482,431,0.262,0,0.288,0.3,9.8,3.73,0,0.293,0.262,386,457
"荻野　貴司",2012,"Top","M",187,165,0.224,1,0.273,0.293,9.1,5.88,0.53,0.245,0.259,147,181
"荻野　忠寛",2012,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"小野　晋吾",2012,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"カルロス・ロサ",2012,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"角中　勝也",2012,"Top","M",525,477,0.312,3,0.415,0.366,13,7.24,0.57,0.356,0.345,410,524
"香月　良仁",2012,"Top","M",3,2,0.5,0,0.5,0.667,33.3,33.33,0,1,0.519,1,3
"金澤　岳",2012,"Top","M",17,16,0.25,0,0.313,0.294,35.3,5.88,0,0.4,0.272,10,17
"唐川　侑己",2012,"Top","M",4,4,0,0,0,0,75,0,0,0,0,1,4
"木村　雄太",2012,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"清田　育宏",2012,"Top","M",292,253,0.281,3,0.391,0.363,15.8,11.64,1.03,0.33,0.335,206,288
"グライシンガー",2012,"Top","M",5,4,0,0,0,0,40,0,0,0,0,2,4
"工藤　隆人",2012,"Top","M",6,6,0.167,0,0.167,0.167,16.7,0,0,0.2,0.144,5,6
"小池　翔大",2012,"Top","M",1,1,0,0,0,0,0,0,0,0,0,1,1
"サブロー",2012,"Top","M",560,476,0.239,7,0.342,0.346,18.8,13.93,1.25,0.291,0.313,368,559
"里崎　智也",2012,"Top","M",439,385,0.244,9,0.345,0.308,18.2,7.52,2.05,0.284,0.289,299,423
"鈴木　大地",2012,"Top","M",160,135,0.274,0,0.326,0.34,14.4,8.12,0,0.327,0.3,113,150
"高濱　卓也",2012,"Top","M",3,3,0,0,0,0,66.7,0,0,0,0,1,3
"田中　雅彦",2012,"Top","M",95,83,0.205,0,0.229,0.275,17.9,7.37,0,0.258,0.228,66,90
"中後　悠平",2012,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"中郷　大樹",2012,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"成瀬　善久",2012,"Top","M",6,5,0,0,0,0,50,0,0,0,0,2,5
"根元　俊一",2012,"Top","M",584,512,0.279,9,0.396,0.322,16.8,5.31,1.54,0.331,0.316,405,544
"橋本　健太郎",2012,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"早坂　圭介",2012,"Top","M",13,11,0,0,0,0.083,38.5,7.69,0,0,0,6,11
"福浦　和也",2012,"Top","M",199,180,0.25,0,0.267,0.308,13.6,7.54,0,0.29,0.258,155,197
"藤岡　貴裕",2012,"Top","M",4,2,0.5,0,0.5,0.667,25,0,0,1,0.532,1,3
"古谷　拓哉",2012,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"ペン",2012,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"塀内　久雄",2012,"Top","M",20,17,0.118,0,0.235,0.167,20,0,0,0.154,0.184,13,18
"ホワイトセル",2012,"Top","M",257,223,0.309,9,0.489,0.397,29.2,11.28,3.5,0.429,0.387,140,257
"細谷　圭",2012,"Top","M",28,23,0.13,1,0.304,0.222,35.7,10.71,3.57,0.154,0.235,13,27
"マシス",2012,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"益田　直也",2012,"Top","M",1,1,0,0,0,0,100,0,0,0,0,0,1
"松本　幸大",2012,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
